,Month,Year,Type,Country,Area,Activity,Sex,Injury,Fatal,original order
3765,May,1960,Unprovoked,USA,California,Swimming ,F,"Left leg bitten, surgically amputated below the knee",N,2228
3768,Apr,1960,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,Multiple major injuries,N,2225
3769,Apr,1960,Unprovoked,USA,California,Skindiving for abalone (but at surface),M,Foot & swim fin bitten ,N,2224
3770,Apr,1960,Provoked,AUSTRALIA,Western Australia,"Fishing, hauling in a set line",M,4 fingers of left hand were lacerated by shark he had shot in the head PROVOKED INCIDENT,N,2223
3771,Apr,1960,Provoked,SOUTH AFRICA,Eastern Cape Province,Fishing,M,Gaffed shark bit his ankle PROVOKED INCIDENT,N,2222
3772,Apr,1960,Invalid,BERMUDA,"33N, 68W",Floating on a raft,M,"No injury, shark bumped raft",N,2221
3773,Apr,1960,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,Right arm & side bruised,N,2220
3774,Apr,1960,Provoked,AUSTRALIA,Western Australia,"Spearfishing, shot a sandtiger shark. Cord to spear tangled round his legs & a wave washed him onto a reef.",M,"Bruises & minor injuries from reef, not the shark PROVOKED INCIDENT",N,2219
3775,Apr,1960,Unprovoked,AUSTRALIA,Victoria,Spearfishing,M,Minor cuts & bruises on face & neck,N,2218
3776,Apr,1960,Unprovoked,AUSTRALIA,New South Wales,"Speared a grouper, saw shark but it came for him instead of the fish so he fired spear into shark�s mouth. Then shark took grouper but unable to swallow because of the spear in its mouth.",M,Minor injuries to hand,N,2217
3778,Apr,1960,Unprovoked,FIJI,Vanua Levu,Fishing in shoulder-deep water,F,"FATAL, legs bitten ",Y,2215
3779,Apr,1960,Provoked,PHILIPPINES,Luzon Island,"Fishing, hooked shark towed boat out to sea, storm swamped boat",M,"FATAL, due to drowning PROVOKED INCIDENT",Y,2214
3781,Mar,1960,Unprovoked,USA,Florida,Treading water,M,"Ankle bitten, hand injured while striking shark",N,2212
3782,Mar,1960,Unprovoked,GUAM,,"Spearfishing, carrying fish on belt",M,Thigh bitten,N,2211
3783,Feb,1960,Unprovoked,AUSTRALIA,Tasmania,"Wading, fishing for flounder",M,"No injury, Robertson knocked over & Hasler brushed by a shark",N,2210
3784,Feb,1960,Unprovoked,NEW ZEALAND,North Island,Spearfishing,M,"No injury, leg bumped by shark's tail",N,2209
3785,Feb,1960,Invalid,USA,Hawaii,Spearfishing,M,Left forearm lacerated,N,2208
3786,Feb,1960,Provoked,SENEGAL,Casamance,Fishing,M,Calf bitten by shark caught in net PROVOKED INCIDENT,N,2207
3787,Feb,1960,Unprovoked,PAPUA NEW GUINEA,Central Province,Spearfishing,M,"FATAL, legs bitten ",Y,2206
3789,Feb,1960,Provoked,AUSTRALIA,New South Wales,Spearfishing,M,"No injury, speared shark towed Gilles 200 yards & tore hole in diving suit, and hit Dowswell's back with its tail PROVOKED INCIDENT",N,2204
3791,Jan,1960,Unprovoked,PAPUA NEW GUINEA,Madang (WO),,M,"Lower left leg bitten, surgically amputated",N,2202
3794,Jan,1960,Unprovoked,AUSTRALIA,New South Wales,Free diving,M,"FATAL, right leg severed above knee, surgically amputated but died 9 days later ",Y,2199
3795,Jan,1960,Provoked,AUSTRALIA,Western Australia,"Fishing, lifting shark out of craypot",M,Upper leg bitten PROVOKED INCIDENT,N,2198
3797,Jan,1960,Provoked,SOUTH AFRICA,Western Cape Province,"Standing, watching seine netters",F,Left leg bitten by shark that escaped net  PROVOKED INCIDENT,N,2196
3811,Dec,1959,Unprovoked,AUSTRALIA,Queensland,Dived from dinghy to retrieve oar in heavy seas,M,FATAL,Y,2182
3812,Dec,1959,Sea Disaster,PHILIPPINES,Masbate,ship M.V. Rizal sank during typhoon,M,"65 people survived, 27 perished. Several people were bitten & one man lost his leg to a shark.",Y,2181
3813,Dec,1959,Provoked,AUSTRALIA,Victoria,"Spearfishing, Smith  & Walker touched shark with tip of their guns",M,"Smith hit by tail of shark, Walker sustained cuts on his  wrist PROVOKED INCIDENT",N,2180
3814,Dec,1959,Invalid,AUSTRALIA,South Australia,Spearfishing,M,"No injury, shark made threat display, one diver shot shark in jaw, then they killed shark with knives  ",N,2179
3815,Dec,1959,Boat,NEW ZEALAND,North Island,Fishing for snapper,M,"No injury to occupant, shark sank dinghy",N,2178
3816,Dec,1959,Sea Disaster,MALDIVE ISLANDS,400 miles southeast of Sri Lanka,17 Maldivians adrift in open boat for 31 days,F,FATAL,Y,2177
3817,Nov,1959,Unprovoked,AUSTRALIA,Victoria,Body surfing,M,"Thighs bitten, right hand lacerated",N,2176
3818,Nov,1959,Unprovoked,AUSTRALIA,Queensland,Standing in chest-deep water,M,Right foot lacerated,N,2175
3819,Nov,1959,Unprovoked,AUSTRALIA,Queensland,Trailing the field in a surf race,M,"Lower left leg bittten, hand abraded",N,2174
3823,Nov,1959,Unprovoked,USA,California,Swimming at surface through school of feeding 2.5' to 5� sharks,M,Forearm bitten,N,2170
3824,Nov,1959,Provoked,AUSTRALIA,Western Australia,"Spearfishing, shot shark, hauled it onto boat",M,"No injury. Diver shot shark, then shark tore legs of his rubber suit, water poured in & swept out to sea by strong rip current PROVOKED INCIDENT",N,2169
3825,Nov,1959,Provoked,PAPUA NEW GUINEA,New Britain,Fishing,M,Both hands bitten while helping companion land speared shark PROVOKED INCIDENT,N,2168
3826,Oct,1959,Unprovoked,MOZAMBIQUE,Maputo Province,Swimming,M,"FATAL, died in Lourenco Marques Hospital",Y,2167
3828,Oct,1959,Unprovoked,USA,California,Diving for abalone,M,"Ankle twisted, swim fin bitten",N,2165
3829,Oct,1959,Unprovoked,FIJI,Lomaiviti Province,Dived overboard to retrieve dinghy,M,"FATAL, body not recovered",Y,2164
3830,Oct,1959,Unprovoked,FIJI,Kadavu,Spearfishing,M,forearm abraded,N,2163
3831,Sep,1959,Unprovoked,PHILIPPINES,Leyte Island,Swimming ,M,"No details, survived",N,2162
3832,Sep,1959,Invalid,BERMUDA,Hamilton,,F,"Murdered, body scavenged by sharks",Y,2161
3833,Sep,1959,Sea Disaster,USA,Florida,"Adrift, hanging onto cushion, after his 17' skiff ran out of gas & capsized 3 miles from shore",M,"During the night both hands and feet were bitten, rescued next day after spending 17 hours in the sea.",N,2160
3837,Sep,1959,Invalid,USA,New York,On inflatable raft,M,No injury,N,2156
3838,Sep,1959,Unprovoked,MEXICO,Guerrrero,,F,"FATAL, leg severed, other leg lacerated ",Y,2155
3840,Aug,1959,Invalid,AUSTRALIA,Tasmania,Swimming,M,No injury,N,2153
3841,Aug,1959,Invalid,JAPAN,Hokkaido Prefecture,,M,Survived (no injury?),N,2152
3842,Aug,1959,Invalid,PHILIPPINES,North Palawan,The 240-ton motor vessel Pilar II with 100 people on board capsized in high winds & rough seas,M,"Navy personnel reported that his body was ""mutilated by sharks"" but it is probable that death resulted from drowning",Y,2151
3843,Aug,1959,Invalid,USA,Florida,Diving,M,No injury,N,2150
3844,Aug,1959,Unprovoked,USA,Florida,Spearfishing on Scuba,M,"FATAL, disappeared, dive gear & clothing found with teethmarks, presumed taken by a shark  ",Y,2149
3845,Aug,1959,Provoked,USA,South Carolina,Fishing,M,Laceration to forearm by boated shark PROVOKED INCIDENT,N,2148
3847,Aug,1959,Provoked,USA,California,"Spearfishing with Joe Turner (24). Shark attracted to speared halibut on belt of one diver, tried to bite Ide�s speargun & he shot it in the mouth",M,"No injury, PROVOKED INCIDENT",N,2146
3848,Aug,1959,Provoked,CROATIA,Istria,Fishing,M,Laceration to arm PROVOKED INCIDENT,N,2145
3849,Aug,1959,Unprovoked,JAPAN,Wakayama Prefecture,Swimming,M,"FATAL, left thigh bitten",Y,2144
3850,Aug,1959,Unprovoked,USA,Georgia,Standing,F,"4"" cut on left foot ",N,2143
3851,Aug,1959,Invalid,USA,California,Wading,M,"No injury, no attack, the shark merely circled him.",N,2142
3854,Jul,1959,Unprovoked,USA,California,Spearfishing (but on surface),M,"14 punctures on right thigh, swim trunks torn",N,2139
3855,Jul,1959,Unprovoked,JAPAN,Okayama Prefecture,,M,"FATAL, right thigh bitten  ",Y,2138
3858,Jul,1959,Provoked,USA,California,Dragging stranded shark ashore,M,"Gietel grabbed the shark's tail, the shark lacerated his right ankle PROVOKED INCIDENT",N,2135
3860,Jul,1959,Provoked,USA,Florida,Free diving,M,Arm bitten when he grabbed shark�s tail  PROVOKED INCIDENT,N,2133
3862,Jul,1959,Unprovoked,MEXICO,Quintana Roo,Wading,M,"FATAL, legs bitten ",Y,2131
3863,Jun,1959,Unprovoked,TURKEY,Mersin Province,,M,Leg injured,N,2130
3864,Jun,1959,Unprovoked,MEXICO,Guyamas,Swimming ashore from capsized boat,M,FATAL,Y,2129
3865,Jun,1959,Unprovoked,USA,California,Free diving for abalone,M,"FATAL, body not recovered",Y,2128
3867,May,1959,Provoked,SOUTH AFRICA,Eastern Cape Province,Spearfishing,M,"No injury, diver shot shark & it bit his speargun PROVOKED INCIDENT",N,2126
3868,May,1959,Unprovoked,USA,Florida,,F,Minor injuries,N,2125
3869,May,1959,Unprovoked,USA,California,Treading water,M,"FATAL, left arm bitten, right arm partly severed, deep lacerations of left shoulder & chest ",Y,2124
3870,May,1959,Unprovoked,USA,Florida,Spearfishing,M,Lacerated hip & hands,N,2123
3871,May,1959,Unprovoked,MID ATLANTIC OCEAN,Between England & South Africa,Jumped overboard to rescue a man,M,Leg bitten,N,2122
3872,Apr,1959,Invalid,AUSTRALIA,New South Wales,Spearfishing,M,Thigh lacerated,N,2121
3873,Apr,1959,Unprovoked,AUSTRALIA,Torres Strait,Diving for pearl shell,M,Left hand lacerated when he tried to ward off shark,N,2120
3874,Apr,1959,Unprovoked,USA,Hawaii,Fishing,M,Survived,N,2119
3875,Apr,1959,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Fishing,M,2 toes bitten off ,N,2118
3876,Apr,1959,Unprovoked,AUSTRALIA,New South Wales,Spearfishing,M,Swim fin bitten,N,2117
3877,Mar,1959,Unprovoked,USA,Florida,Swimming,M,"Bumped, then knee bitten",N,2116
3878,Mar,1959,Unprovoked,PHILIPPINES,Mindanao,Lifeboat capsized,M,"FATAL, body not recovered",Y,2115
3879,Mar,1959,Boat,USA,Florida,"On boat, preparing to dive",M,Boat followed shark; shark holed boat,N,2114
3880,Feb,1959,Boat,AUSTRALIA,Victoria,Fishing for snapper,M,"No injury to occupants. Shark leapt into boat, momentarily pinning Crew against the side",N,2113
3881,Feb,1959,Unprovoked,VENEZUELA,Nueva Esparta,Fell into water while attempting to boat a swordfish,M,Left arm bitten,N,2112
3882,Feb,1959,Provoked,PAPUA NEW GUINEA, Kikori River mouth,Fishing,M,Arm bitten by shark that he thought was dead PROVOKED INCIDENT,N,2111
3883,Feb,1959,Unprovoked,SOLOMON ISLANDS,Guadalcanal Province,Bathing with sister,M,"FATAL, body not recovered",Y,2110
3884,Feb,1959,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,Leg severed below knee,N,2109
3885,Jan,1959,Unprovoked,AUSTRALIA,Western Australia,Working prawn net,M,Shark�s tail grazed his shin,N,2108
3886,Jan,1959,Unprovoked,ECUADOR,Galapagos Islands,Washed overboard into school of fish,M,Right leg & left foot lacerated,N,2107
3887,Jan,1959,Unprovoked,AUSTRALIA,Tasmania,Swimming with motor tube,M,Thigh bitten,N,2106
3888,Jan,1959,Unprovoked,AUSTRALIA,Tasmania,In deep water about 100 yards from his ship,M,FATAL,Y,2105
3889,Jan,1959,Unprovoked,AUSTRALIA,Queensland,"Surfing, but treading water",M,Right foot & toe bitten,N,2104
3890,Jan,1959,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming,M,Thigh & both wrists lacerated,N,2103
3891,Jan,1959,Unprovoked,NEW GUINEA,Milne Bay Province,Dragging banana seeds through the shallows,M,Left calf & right thigh bitten,N,2102
3892,Jan,1959,Unprovoked,MOZAMBIQUE,Maputo Province,Swimming ashore from fishing boat swamped and sunk by a squall,M,"Suttie's lower abdomen was bitten, Murray disappeared (presumed drowned)",Y,2101
3893,Jan,1959,Unprovoked,AUSTRALIA,Tasmania,Spearfishing / free diving,M,Abrasion,N,2100
3903,Dec,1958,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming,M,FATAL,Y,2090
3904,Dec,1958,Unprovoked,USA,Hawaii,Surfing on air mattress,M,"FATAL, leg severed  ",Y,2089
3905,Dec,1958,Unprovoked,AMERICAN SAMOA,Tutuila Island,Cleaning hull of ship ,M,"FATAL, left thigh & hip bitten  ",Y,2088
3906,Nov,1958,Unprovoked,AUSTRALIA,Queensland,Swimming,M,FATAL,Y,2087
3907,Nov,1958,Invalid,SOUTH AFRICA,Western Cape Province,Fishing,M,"No injury, shark leapt at him",N,2086
3908,Nov,1958,Unprovoked,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province",Spearfishing,M,"FATAL, left arm & leg severed  ",Y,2085
3910,Oct,1958,Unprovoked,USA,California,Swimming near jetty,M,"Left arm, hips & leg lacerated",N,2083
3911,Oct,1958,Unprovoked,USA,Florida,,M,No injury,N,2082
3912,Oct,1958,Provoked,MEXICO,Guerrrero,Slapped shark on tail as it swam by,M,Shark turned & severed his leg PROVOKED INCIDENT,N,2081
3913,Oct,1958,Unprovoked,PAPUA NEW GUINEA,West New Britain Province,Collecting shells,M,Leg & foot injured,N,2080
3914,Sep,1958,Unprovoked,ANDAMAN / NICOBAR ISLANDAS,,"""Climbing up to ship after repairing the stern in water""",M,"FATAL, leg bitten ",Y,2079
3915,Sep,1958,Unprovoked,BAHAMAS,Cat Cay,Fishing,M,Right forearm lacerated,N,2078
3916,Sep,1958,Provoked,USA,New York,Spearfishing,M,Bitten by harpooned shark PROVOKED INCIDENT,N,2077
3918,Aug,1958,Unprovoked,CROATIA,Primorje-Gorski Kotar County,Swimming,F,Leg injured,N,2075
3919,Jul,1958,Unprovoked,MEXICO,Guerrero,Swimming,F,FATAL,Y,2074
3920,Jul,1958,Unprovoked,USA,Florida,"Swimming, ducking for shells in water 0.9 m deep",M,3 lacerations on leg,N,2073
3921,Jul,1958,Unprovoked,USA,Florida,"Swimming, ducking for shells in water 0.9 m deep",M,"Left hand and  leg bitten, leg surgically amputated below hip",N,2072
3922,Jul,1958,Unprovoked,USA,Florida,,M,FATAL  Autopsy report: bitten by shark while still alive,Y,2071
3923,Jul,1958,Unprovoked,KENYA,Coast Province,Swimming,M,"FATAL, leg severed ",Y,2070
3924,Jul,1958,Sea Disaster,PACIFIC OCEAN,Between Hawaii & Wake Island,U.S. Airforce C124 enroute from Hickham Air Base to Japan went down. The 3 survivors fashioned raft from mailbags  & were rescued 3 days after the crash.,M,FATAL,Y,2069
3925,Jul,1958,Sea Disaster,PACIFIC OCEAN,Between Hawaii & Wake Island,U.S. Airforce C124 enroute from Hickham Air Base to Japan went down. The 3 survivors fashioned raft from mailbags  & were rescued 3 days after the crash.,M,Left shoulder bitten ,N,2068
3926,Jul,1958,Provoked,USA,Florida,Free diving,M,"He grabbed shark, it bit his leg below the knee PROVOKED INCIDENT",N,2067
3927,Jul,1958,Unprovoked,PAPUA NEW GUINEA,"New Ireland Province, Bismarck Archipelago",Swimming,M,"FATAL, left arm severed ",Y,2066
3928,Jul,1958,Unprovoked,BAHAMAS,Abaco Islands,"Spearfishing, had fish on his spear",M,"No injury, shark went for diver's leg & missed, diver hit shark on head with speargun & shark bit speargun ",N,2065
3929,Jul,1958,Unprovoked,USA,Florida,,M,Both were bitten on feet by sharks,N,2064
3930,Jun,1958,Provoked,USA,Florida,Wading,M,Right foot bitten when he walked into shark's head PROVOKED INCIDENT,N,2063
3931,Jun,1958,Unprovoked,USA,Florida,Walking,M,Lower left leg & foot bitten,N,2062
3932,Jun,1958,Provoked,USA,Florida,"Swimming, towing the shark",M,Thigh bitten PROVOKED INCIDENT,N,2061
3933,Jun,1958,Invalid,AUSTRALIA,Queensland,Swimming,F,"Injuries caused by coral, not the  shark",N,2060
3934,Jun,1958,Invalid,SOUTH AFRICA,KwaZulu-Natal,Spearfishing,M,Injuries not caused by sharks,N,2059
3935,Apr,1958,Provoked,USA,Florida,Free diving,M,"Grabbed shark�s tail, shark bit his thigh PROVOKED INCIDENT",N,2058
3936,Apr,1958,Unprovoked,TAIWAN,Taipei Hsien,Diving,M,Right cheek bitten,N,2057
3937,Apr,1958,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Paddling in knee-deep water,F,FATAL,Y,2056
3938,Apr,1958,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming with goggles,M,"FATAL, arm severed above elbow, abdomen & leg bitten  ",Y,2055
3939,Apr,1958,Unprovoked,PAPUA NEW GUINEA,Morobe Province,"Fishing, holding fish in his left hand",M,Left forearm amputated,N,2054
3940,Feb,1958,Invalid,AUSTRALIA,New South Wales,Spearfishing,M,"Disappeared while diving, speargun recovered, 2 large sharks in vicinity.",Y,2053
3941,Feb,1958,Provoked,USA,US Virgin Islands,Spearfishing on Scuba,M,Chest bitten by speared shark PROVOKED INCIDENT,N,2052
3942,Jan,1958,Unprovoked,AUSTRALIA,New South Wales,Spearfishing / swimming on surface,M,Right leg lacerated,N,2051
3943,Jan,1958,Unprovoked,AUSTRALIA,New South Wales,Body surfing,M,"Laceration to left ankle, heel and little toe",N,2050
3944,Jan,1958,Invalid,JAPAN,Ibaraki Prefecture,,M,Torso  recovered from shark,Y,2049
3945,Jan,1958,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,FATAL,Y,2048
3955,Dec,1957,Unprovoked,AUSTRALIA,South Australia,Spearfishing,M,No injury. Shark grabbed fish attached to his belt & towed him seaward.  ,N,2038
3956,Dec,1957,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Standing,F,"Left arm severed, torso bitten, thigh lacerated, many abrasions",N,2037
3957,Dec,1957,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Skindiving,M,Lacerations on head & neck,N,2036
3958,Dec,1957,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Floating,M,"FATAL, right arm broken & stripped of flesh, left hand severed above wrist, lower abdomen, buttocks & thigh bitten  ",Y,2035
3959,Dec,1957,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Standing,M,"FATAL, multiple, severe injuries  ",Y,2034
3960,Dec,1957,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Body surfing,M,"Left leg severed at knee, part of left thigh removed",N,2033
3963,Oct,1957,Unprovoked,SOLOMON ISLANDS,Honiara,,M,FATAL,Y,2030
3964,Oct,1957,Unprovoked,SOLOMON ISLANDS,Honiara,,F,FATAL,Y,2029
3965,Sep,1957,Unprovoked,MARSHALL ISLANDS,Eniwetok Atoll,,M,Survived,N,2028
3966,Aug,1957,Provoked,USA,Florida,Attempting to net shark in shark channel,M,Legs bitten PROVOKED INCIDENT,N,2027
3967,Jul,1957,Provoked,USA,California,Spearfishing on Scuba,M,Diver jabbed shark with spear and it make a threat display. No injury PROVOKED INCIDENT,N,2026
3968,Jul,1957,Unprovoked,USA,North Carolina,Swimming,M,"FATAL, knee bitten  ",Y,2025
3969,Jul,1957,Unprovoked,AUSTRALIA,Torres Strait,Diving for trochus,M,Right hand and arm bitten,N,2024
3971,May,1957,Unprovoked,AUSTRALIA,New South Wales,Competing in spearfishing championship & towing dead fish,M,Thigh bitten & few lacerations on abdomen & buttock,N,2022
3972,May,1957,Unprovoked,SOLOMON ISLANDS,,Fishing,M,Legs nipped & he bit shark's snout,N,2021
3973,May,1957,Unprovoked,USA,Florida,3 men & 2 boys picked up wearing life jackets and with inner tube,M,Leg lacerated,N,2020
3974,Apr,1957,Unprovoked,USA,California,Swimming,M,"FATAL, seen with arm in mouth of shark. Body not recovered.  ",Y,2019
3975,Apr,1957,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,Minor injuries,N,2018
3976,Apr,1957,Provoked,USA,Florida,Standing,M,Ankle injured by shark trapped in pool as it tried to get out PROVOKED INCIDENT  ,N,2017
3977,Apr,1957,Unprovoked,AUSTRALIA,Torres Strait,Swimming between  anchored  pearling luggers,M,"Left arm bitten, surgically amputated",N,2016
3978,Apr,1957,Unprovoked,PAPUA NEW GUINEA,Bougainville (North Solomons),Diving from canoe,M,Injured while Sonieva was transferred to another canoe,N,2015
3979,Apr,1957,Unprovoked,SOLOMON ISLANDS,Bougainville (North Solomons),Diving from canoe,M,Leg severed,N,2014
3980,Feb,1957,Unprovoked,FIJI,Viti Levu,Spearfishing,M,Right arm & forearm injured,N,2013
3981,Feb,1957,Unprovoked,USA,Florida,Floating,M,Foot bitten,N,2012
3982,Feb,1957,Unprovoked,AUSTRALIA,Western Australia,,M,Man landed at Cape Lev�que lighthouse in critical condition after being bitten by a shark. Not known if he survived.,UNKNOWN,2011
3983,Feb,1957,Unprovoked,USA,Florida,Skindiving for specimens,M,Minor injuries,N,2010
3984,Jan,1957,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Wading,M,FATAL,Y,2009
3996,Dec,1956,Unprovoked,PAPUA NEW GUINEA,Milne Bay Province,Spearfishing,M,"FATAL, left leg severed at hip, left torso removed ",Y,1997
3997,Dec,1956,Unprovoked,PAPUA NEW GUINEA,Milne Bay Province,Spearfishing,M,"FATAL, left arm, shoulder & chest bitten ",Y,1996
